,token,total_count
8185,specchiare,11230
8186,esposto,11230
9819,complotto,11228
9160,rima,11227
8189,salmo,11222
8190,autenticazione,11222
8191,devolere,11221
8192,Enea,11220
8195,Ici,11214
9723,getto,11213
9615,dozzina,11211
9402,ingrandire,11211
8196,ossessione,11210
8199,intervenuto,11207
8203,arbitrio|arbitro,11199
9163,pregiato,11199
8204,affollare,11198
8205,flessione,11197
8206,coire,11196
8208,he,11193
8209,duramente,11192
8210,incalzare,11191
8211,night,11189
9209,pino,11187
9526,astronomia,11185
9889,angolare,11184
8213,negativamente,11183
8214,insopportabile,11181
8215,play,11180
8217,rientrante,11177
8218,comfort,11175
9072,benefico,11170
9575,inventore,11169
8223,opuscolo,11169
8224,slancio,11168
9221,contrapposto,11168
8227,leale,11165
8228,Bo,11164
8229,istruttore|istruttorio,11162
9699,carrozza,11161
8233,Advanced,11156
9417,letale,11155
8234,preferibilmente,11153
8235,trasparire,11152
9681,riorganizzare,11149
8237,fanciulla,11147
8238,dettagliare,11146
9908,prematuro,11145
8240,reportage,11142
8243,ittico,11135
8244,transnazionale,11132
8245,riabilitativo,11125
8247,arroganza,11119
8248,candido,11116
9577,Biagio,11113
8250,default,11112
9511,corrotto,11112
8251,commessa,11107
8255,Ë,11105
8256,Martone,11101
8259,Rel,11095
8260,cartina,11095
9033,pila,11094
9570,londinese,11089
9257,promulgare,11088
8263,orlare,11084
8264,Adusbef,11084
9528,mite,11080
9799,OS,11080
8267,pasquale,11072
8268,farmacista,11070
8269,dedica,11069
9253,Seattle,11064
9269,mostruoso,11063
9593,oppositore,11061
9070,diagnosticare,11061
8275,lobby,11059
8277,Mb,11058
8276,semestrale,11058
8282,accuratamente,11053
9916,seppellire,11046
8284,annualità,11043
9875,altura,11040
9411,Cairo,11039
9900,parigino,11039
8288,stilista,11029
8289,argomentare,11029
9489,Giuda,11024
8291,aveare,11024
9148,uscente,11020
8294,sganciare,11018
9238,alluvione,11016
9550,Ali,11015
8296,telelavoro,11013
8298,maestra,11010
8300,conio|cono,11007
8301,calmare,11006
9279,incredibilmente,11000
8302,volantino,10988
8304,emigrato,10984
8305,intimare,10982
9612,sanguinoso,10978
8306,islam,10978
9207,agganciare,10978
8308,ventiquattro,10977
8309,Ansa,10976
8310,prezzemolo,10972
8311,int,10972
8314,c.p.,10970
8313,ix,10970
9111,ricercato,10968
8317,pe,10967
8318,frigorifero,10965
9760,Carmine,10962
8320,tamburare,10959
8322,----,10954
9248,brutale,10954
8324,rigidità,10948
9501,Martina,10948
9654,occupante,10946
9244,veduta,10946
8328,incinto,10943
8329,ammortizzatore,10939
8331,attentare,10937
8330,Confcommercio,10937
8335,routine,10929
8336,zingaro,10928
8337,p.s.,10927
8338,obbligatoriamente,10924
9206,perpetrare,10918
8340,progredire,10918
8341,rivalutare,10915
9336,Garda,10912
9126,scavalcare,10912
8343,imputazione,10907
8344,scooter,10906
8346,sagra,10903
9230,elfo,10898
9603,plurale,10893
8350,emozionante,10892
9479,parassita,10892
9418,instabile,10889
8352,sussurrare,10888
8355,commercialista,10880
9346,Serena,10877
8356,Fede,10877
8358,accompagnatore,10870
9525,collezionista,10861
9334,autoctono,10859
8364,prudente,10858
8366,mensilità,10856
8370,noleggiare,10848
8371,depurazione,10848
9796,Genoa,10848
8373,infermità,10847
8372,valle|vallo,10847
8376,Arsizio,10839
9947,Etiopia,10835
8378,tè,10834
9655,Congo,10833
8380,ISBN,10832
8381,reperimento,10831
8385,Monselice,10822
9224,shock,10819
8390,armadio,10816
8389,invidiare,10816
8392,affrettare,10815
8391,gio,10815
9555,geloso,10813
8393,nellâ,10812
8395,bussare,10809
9676,Dick,10809
9367,ordigno,10808
8396,ns,10808
9618,coma,10807
8399,distrettuale,10807
8398,scansione,10807
9449,accumulo,10806
9438,ribalta,10801
8404,¬,10799
8402,instabilità,10799
8406,dallâ,10797
9766,Cambridge,10797
9886,mercantile,10793
8407,vanificare,10792
8408,XP,10791
9275,chiodo,10790
8409,vinto,10789
8410,Lit,10785
8411,camino,10782
8413,concertare,10781
8412,Pordenone,10781
9737,deposizione,10779
8414,sottotitolo,10778
8415,coltivato,10777
8416,umbro,10776
8417,coetaneo,10775
8419,disattendere,10771
8420,specificatamente,10766
8423,mirino,10762
8424,preferenziale,10761
9777,soccorrere,10759
9387,anidride,10759
8426,alemanno,10759
9582,vistoso,10758
9435,parentela,10757
8427,Elba,10757
8428,segretaria,10756
9959,crociato,10752
9503,Tullio,10751
8430,adire,10750
9566,spiccato,10748
8431,specificazione,10747
8433,genetica,10744
8434,semaforo,10743
8435,day,10741
8436,Petris,10740
8437,costituzionalmente,10739
9240,imbarazzante,10739
8438,Vieri,10736
8441,spalancare,10732
8442,frame,10732
9277,output,10730
9268,oscillazione,10730
8443,Tirreno,10729
8448,confortevole,10717
8449,ricatto,10716
9844,usanza,10716
8453,insostenibile,10714
8455,Urbani,10712
8458,cascina,10711
8457,sig,10711
8459,investigativo,10707
9958,Ambrogio,10704
9791,martire,10703
8461,distendere,10701
8463,eternità,10699
8464,personalizzazione,10698
8465,canile,10698
8467,beta,10694
9922,folk,10686
8473,comodità,10682
8475,generosità,10679
8477,marchigiano,10677
8478,documentale,10675
8480,Cardinale,10672
8481,anteriormente,10670
8484,kamikaze,10665
8488,assassinio|assassino,10662
8486,riviera,10662
9467,alias,10661
8489,prontamente,10660
9626,sparo,10659
8491,affettuoso,10658
9565,litorale,10654
8493,Cei,10651
8494,mega,10648
9665,arrotondare,10646
8496,mutuare,10646
8497,etichettatura,10645
8498,confidenza,10643
8499,impegnato,10638
8500,inadempienza,10637
8501,prosciutto,10631
8502,junior,10627
8504,breakfast,10624
9319,stoffa,10624
8505,delicatezza,10623
8506,ambedue,10622
8508,Quirinale,10619
8512,addebitare,10609
8511,rimpatrio,10609
9362,complemento,10608
9463,solco,10608
8513,indebitamento,10605
8517,sbloccare,10597
9326,egemonia,10589
8520,KB,10588
8522,aglio,10583
8521,inquietudine,10583
9558,sedurre,10582
8523,ludico,10580
9878,torturare,10577
8525,lova,10575
8527,rincorrere,10572
8529,banana,10565
8530,inadeguatezza,10562
8531,commissariato,10562
9477,ghetto,10560
9368,cittadella,10554
8532,studentessa,10552
8533,nostrano,10551
8534,pienezza,10548
8535,sufficienza,10544
9397,ricambiare,10541
8537,omogeneità,10532
8539,vo,10530
8540,progressista,10530
8541,Prot,10527
9445,Bobbio,10527
8542,Gv,10525
8543,usl,10524
9640,accensione,10524
9832,edificazione,10522
8547,riformatore,10513
9718,murare,10509
8548,e-learning,10508
8549,ripresentare,10507
8551,malessere,10506
8550,report,10506
8552,quotidianità,10505
8555,lenza,10497
8556,usura,10495
8558,mordere,10493
9462,discostare,10493
8557,sprovvisto,10493
8559,agitazione,10491
9458,Grillo,10487
9725,Vespa,10480
8561,T.A.R.,10474
8562,delizioso,10471
8563,sirena,10469
9621,parlato,10465
8564,piaga,10465
8565,imperativo,10465
8568,ritagliare,10464
8569,--------------------------------------------------------------------------------,10464
9454,pensatore,10463
8570,pigliare,10460
8573,fruibile,10451
8574,distaccato,10450
8577,Sri,10446
8576,Word,10446
8579,egoismo,10445
8578,farmacologico,10445
8580,diabetico,10444
9606,copione,10444
8581,Luce,10440
8582,sociologico,10439
8584,complicità,10437
8585,Oct,10436
9440,balneare,10428
8588,Gargonza,10428
8589,Dec,10428
8590,sciare,10427
8592,rue,10422
8593,ammonire,10421
8595,carisma,10419
8596,innocenza,10412
8598,sapiente,10411
8597,summit,10411
9666,traghetto,10409
8599,assecondare,10407
8600,riesame,10406
8601,economicità,10406
8602,riequilibrio,10405
8603,panna,10404
9521,mischiare,10402
8604,HIV,10402
8606,ginnastica,10400
8607,creditizio,10397
8608,intelletto,10391
8610,a.s.,10390
8611,sveglio,10388
8613,fig,10385
8614,Ratzinger,10384
8615,alt,10383
9552,mazzo,10382
9515,incarnazione,10381
8616,Uff,10379
8617,Ass,10375
8618,adriatico,10373
8619,carcerario,10368
9740,suddito,10365
8622,demone|demonio,10362
8623,Yahoo,10360
8624,regolarizzare,10360
8625,prioritariamente,10357
8626,ONG,10357
8628,milano,10356
9512,Battisti,10355
8629,Auto,10355
8631,pag,10352
8632,monografia,10352
8633,assistito,10345
8635,Laterza,10343
8636,xkè,10342
8640,invalidare,10329
8641,com,10329
9751,setta,10328
8642,proibito,10327
8643,font-family,10326
9611,orma,10322
9728,tangente,10322
8646,addebito,10321
8647,amarezza,10319
8648,rispondenza,10318
8653,leggibile,10314
8652,Turroni,10314
8654,ingegno,10314
9683,Lecco,10309
8658,pensionamento,10306
8659,malinconia,10306
9846,impiantare,10302
8660,ccnl,10300
9560,supervisione,10299
8662,tappare,10296
9914,Foundation,10294
8666,O.,10291
9734,rana,10290
8667,dogma,10289
8669,cap,10285
8670,vocabolario,10282
8676,basilare,10274
8677,min,10272
8678,interpersonale,10272
8682,ll,10265
8684,impensabile,10260
8686,signorina,10255
9964,Belgrado,10252
8688,conservatorio,10250
8689,Arial,10249
9930,Otto,10247
8693,coglione,10241
8695,back,10239
8696,animalista,10237
9648,centrocampista,10234
8698,assegnatario,10234
8699,cooperare,10233
8700,corredo,10232
8701,nonviolento,10231
8703,contrastante,10223
8704,convivente,10218
8706,pediatra,10205
8708,probatorio,10202
9652,amplificare,10199
8710,incombere,10197
8711,calpestare,10197
8712,Krishna,10196
8713,omologare,10194
8714,Putin,10190
8715,librario,10186
8716,innovare,10186
8717,migratore|migratorio,10185
8718,dogana,10178
9729,bravura,10177
8720,frustrazione,10174
8722,propositivo,10171
8723,ipocrita,10169
8724,U.,10168
8726,Frattini,10168
8727,enigma,10167
8729,itinerante,10164
8730,ribattere,10162
9898,moltiplicazione,10161
9953,ceppo,10159
9755,tormentare,10155
8735,sep,10148
8736,coerentemente,10146
8737,Ø,10143
8738,demaniale,10140
8739,rene,10135
8747,Net,10123
8748,accingere,10119
8749,pentola,10117
8752,epigrafe,10115
8754,illustrativo,10111
9891,Olimpico,10110
8755,inadempimento,10108
8758,affettare,10098
8757,concretezza,10098
8759,!?,10097
9788,coreografia,10096
8761,botta,10095
8763,Gallarate,10091
8764,inquirente,10089
8767,esattezza,10087
8768,imprenditoria,10082
8774,tenerezza,10074
8775,Pannella,10071
8776,visionare,10069
8780,hacker,10067
8778,scandaloso,10067
8779,quorum,10067
8782,inverare,10064
9824,Manuela,10062
9870,ISO,10060
8783,genuino,10057
8784,ambulatorio,10055
8785,persistente,10054
8787,parmigiano,10049
8790,quinquy,10045
8791,indesiderato,10044
9885,terminologia,10042
8792,reciprocità,10039
9956,frizione,10037
8795,kernel,10030
9817,Armstrong,10019
8798,imprescindibile,10016
8800,interminabile,10010
8802,decennale,10008
8801,dilemma,10008
8804,fisco,10005
8805,PA,10004
8806,obiettore,10003
9850,calice,10003
8809,falsità,9993
8810,diplomazia,9992
8811,TMè,9989
8812,Pentagono,9988
8813,immunitario,9988
8814,gaio,9985
8815,tartaruga,9984
9769,stalla,9983
8817,Azeglio,9976
9950,preside,9973
8819,cardiovascolare,9972
9843,Wall,9962
9927,sanguigno,9960
8830,diffidare,9959
8831,disavanzo,9954
8832,similare,9953
9783,ignaro,9951
8836,RM,9949
8838,dismissione,9948
9882,salma,9941
8840,magistero,9940
8842,adv,9934
8844,repressivo,9923
8845,imbattere,9921
8846,sacchetto,9920
8849,'97,9910
8848,Bossi-Fini,9910
8851,annunziare,9908
8850,segnaletica,9908
8853,modico,9906
8855,annoiare,9906
8856,matita,9903
8859,innalzamento,9897
9884,fossa,9897
8862,panoramica,9889
8864,lor,9886
8866,sconsigliare,9882
8867,circoscrivere,9882
8871,interinale,9877
8875,dovunquo,9865
8876,sociologo,9862
8878,inchiostro,9860
8881,passerella,9857
8883,dialettico,9857
8884,Scanio,9856
8885,adagiare,9855
9951,scenico,9852
9940,indiscusso,9850
8889,minaccioso,9847
8891,formatore,9842
8893,paesino,9840
8894,nutrito,9840
8897,insito,9839
8895,point,9839
8896,Mons,9839
8898,affiggere,9839
8900,discrezionale,9833
8901,bella,9833
8899,Mt,9833
8903,cordone,9830
8904,avvincere,9829
8905,veto,9827
8908,buffo,9820
8909,pediatrico,9819
8910,frammentazione,9818
8911,ipertesto,9817
8912,indizione,9812
8913,eucaristico,9812
8916,giudicato,9805
8917,lager,9804
8920,comperare,9796
8922,UDC,9792
8923,GB,9791
8924,manageriale,9788
8925,sindacalista,9787
8926,-----------,9787
8927,esonero,9785
8928,check,9783
8929,pezzetto,9780
8930,ciclabile,9779
8932,lembo,9776
8933,razionalizzare,9775
8937,TO,9768
8938,vacca,9767
8940,Miccoli,9763
8942,abbinamento,9761
8944,ripetitivo,9760
8945,sollevato,9759
8948,comment,9755
8949,Lombardo,9751
8950,esaminatore,9751
8952,emerito,9748
8953,liberalismo,9746
8955,giurato,9745
8957,Bassanini,9743
8958,tattica,9742
8961,botta|botte,9734
8962,svantaggiare,9733
8964,pentire,9730
8965,democristiano,9730
8966,comparazione,9729
8970,Pantani,9722
8971,rupe,9720
8972,soggettività,9719
8974,cartografia,9714
8975,sofferto,9711
8976,antibiotico,9709
8977,castellano,9708
8979,dg,9707
8980,siza,9706
8982,validare,9696
8983,Greenpeace,9691
8984,pernottamento,9686
8985,insalata,9683
8986,Nextgame.it,9680
8988,asino,9679
8989,firmato,9677
8991,sinora,9674
8992,innegabile,9671
8993,popolarità,9669
8996,Violante,9662
8997,immatricolazione,9660
8998,aeroportuale,9660
9000,aurora,9657
9001,ispiratore,9656
9002,équipe,9655
9003,spento,9654
9005,antincendio,9647
9006,zootecnico,9645
9009,disperare,9644
9010,decente,9643
9011,contante,9643
9013,indagato,9633
9015,turare,9631
9017,¨,9621
9018,frigo,9618
9020,CO,9613
9022,pretore,9609
9023,eccitare,9609
9024,fotocamera,9607
9026,esproprio,9605
9027,------,9604
9029,policlinico,9601
9030,insinuare,9600
9032,sottostare,9598
9035,illegalità,9594
9038,letterale,9592
9037,uopo,9592
9039,commisurare,9591
9041,sospirare,9589
9042,discriminare,9585
9044,pensionare,9582
9045,paralizzare,9581
9047,ambulanza,9578
9049,ripensamento,9576
9053,cell,9575
9052,chinare,9575
9051,prettamente,9575
9055,multare,9570
9056,collaborativo,9569
9058,aggressività,9557
9059,paglia,9556
9063,giuridicamente,9551
9062,lontananza,9551
9065,gasolio,9543
9066,concorde,9542
9067,sospiro,9540
9068,sovvenzione,9537
9071,brevettare,9534
9073,tazza,9533
9074,enfasi,9531
9076,obbedienza,9528
9077,sollecito,9527
9080,ultras,9521
9082,quest,9519
9085,dorare,9515
9084,fanatico,9515
9087,ridefinizione,9513
9086,Storace,9513
9089,persuadere,9512
9088,subemendamento,9512
9090,vincolato,9511
9091,risuonare,9508
9092,innestare,9506
9093,tributare,9505
9095,baracca,9504
9094,pci,9504
9099,proclamazione,9499
9097,superbo,9499
9098,sintassi,9499
9101,dilatare,9498
9105,faunistico,9488
9106,Card,9486
9107,tramontare,9485
9109,citata,9484
9110,Fig,9483
9113,archivistico,9478
9115,aromatico,9468
9116,residence,9466
9117,partenariato,9466
9118,truccare,9464
9121,scrivente,9462
9125,palesemente,9454
9130,insistenza,9448
9136,dissolvere,9442
9138,ravvicinare,9438
9141,fragilità,9434
9143,chance,9433
9144,congressuale,9432
9145,Carella,9428
9147,bue,9424
9149,rialzo,9423
9150,crudeltà,9423
9152,cancelliere,9422
9153,cf,9420
9154,Fiori,9419
9157,bacheca,9414
9161,soul,9396
9162,tr,9394
9164,labirinto,9392
9167,Nasa,9387
9168,fagiolo,9385
9170,part,9384
9171,vecchia,9383
9172,introito,9381
9174,fischio,9379
9175,infermieristico,9377
9176,fondamentalista,9377
9177,trentino,9376
9178,Termini,9374
9181,tiepido,9371
9183,danzare,9369
9184,volontariamente,9368
9186,riferibile,9361
9187,class,9357
9189,attraversamento,9353
9190,irritare,9348
9191,bio,9347
9192,lentezza,9345
9193,unicità,9341
9197,gentilmente,9339
9198,redatto,9337
9199,Pci,9336
9200,atroce,9335
9203,gonfiare,9329
9202,impasto,9329
9204,boschivo,9319
9205,bagnato,9317
9210,sedare,9308
9211,salvatore,9306
9213,aperitivo,9302
9215,aggiudicatore,9301
9214,astro,9301
9216,under,9299
9217,cannabis,9299
9218,transgenico,9298
9219,'96,9295
9220,Valentini,9294
9222,cor,9291
9223,Biennale,9290
9225,riformismo,9287
9226,vegetariano,9286
9227,vaccinare,9284
9229,fido,9284
9228,pendolare,9284
9231,fondamentalismo,9278
9232,anatomia,9274
9233,solita,9272
9234,C.C.N.L.,9272
9236,depresso,9269
9237,compassione,9266
9239,stimolante,9265
9241,epidemiologico,9263
9243,tangibile,9260
9247,gommone,9254
9250,mc,9247
9252,ricomporre,9241
9255,Letizia,9240
9256,unghia,9239
9258,sonorità,9233
9259,applaudire,9232
9260,Giubileo,9230
9261,peccatore,9225
9262,informatizzare,9225
9265,ONLUS,9224
9264,scaricabile,9224
9266,partecipativo,9223
9267,bruciato,9220
9270,immunità,9211
9272,scintilla,9204
9274,nun,9202
9276,Agnelli,9201
9278,eludere,9199
9280,Eâ,9197
9281,training,9195
9282,Wojtyla,9194
9283,qualsivoglia,9193
9284,rotto,9191
9289,Pavese,9187
9290,feto,9187
9291,disfunzione,9187
9292,calmo,9186
9294,affiorare,9185
9295,Acli,9184
9296,cosicché,9175
9297,gelido,9172
9298,accreditato,9172
9300,bucare,9171
9301,irrisolto,9170
9302,fermezza,9167
9304,campionamento,9165
9305,discrezione,9160
9307,manto,9157
9308,sostare,9155
9309,indebito,9155
9310,sezionare,9153
9311,infondere,9150
9312,fiduciario,9150
9313,cosí,9147
9316,romagnolo,9142
9318,avvertimento,9139
9320,malinconico,9136
9322,dedizione,9135
9321,rettificare,9135
9324,normal,9132
9325,approntare,9131
9327,campus,9125
9328,predeterminare,9124
9329,abusare,9123
9332,Cossiga,9122
9331,rappresentatività,9122
9330,R.D.,9122
9333,patronato,9120
9335,osteria,9117
9337,rubato,9116
9339,menare,9111
9340,preoccupato,9110
9341,dismettere,9109
9343,ateo,9108
9344,soppresso,9107
9348,accetto,9103
9345,sfogare,9103
9349,conservativo,9099
9351,spicchio,9094
9352,amatoriale,9093
9354,midollo,9090
9355,tangenziale,9087
9356,Tor,9086
9358,sudore,9084
9361,novello,9077
9363,iso,9076
9364,speculativo,9075
9365,ebbrezza,9072
9366,rivenditore,9070
9369,vulnerabilità,9067
9370,sol,9065
9371,kb,9064
9373,mucchio,9062
9374,pervadere,9057
9375,Preside,9056
9378,inequivocabile,9054
9377,rallegrare,9054
9376,siccità,9054
9379,Previous,9051
9380,scapitare,9050
9384,scoria,9047
9386,valutabile,9044
9388,alfabetizzazione,9044
9389,macchiare,9043
9391,anticipatamente,9040
9390,ottemperare,9040
9392,incondizionato,9036
9393,propedeutico,9035
9394,perpetuare,9035
9395,saliente,9032
9396,massaggio,9032
9398,motorino,9029
9399,autenticità,9029
9400,care,9026
9401,Tanzi,9024
9403,vivamente,9019
9404,plausibile,9015
9405,padella,9015
9406,gratitudine,9012
9407,moralità,9010
9408,sottofondo,9008
9409,arrampicare,9008
9410,torcere,9007
9412,giglio,9006
9414,câ,9000
9415,gustoso,8999
9419,colomba,8997
9420,gnocco,8995
9421,direzionale,8992
9422,soia,8991
9423,th,8989
9424,macro,8989
9427,Kabul,8985
9428,viario,8984
9429,socio-assistenziale,8983
9431,grappa,8979
9430,varcare,8979
9432,dominio|domino,8979
9434,illustrato,8977
9433,refluo,8977
9436,sputare,8974
9439,mer,8969
9441,RAM,8965
9442,grazioso,8963
9443,interscambio,8962
9444,orrendo,8961
9446,alfabetico,8955
9448,peggioramento,8954
9447,varo,8954
9450,concittadino,8951
9451,url,8950
9452,sincerità,8948
9453,costituzionalità,8947
9455,umorismo,8945
9457,veridicità,8942
9459,segretariato,8941
9460,Saronno,8940
9464,frenetico,8931
9466,Caccia,8930
9465,riscoperta,8930
9468,vitto,8929
9469,maggiorenne,8928
9471,morbo,8927
9470,travaglio,8927
9472,rimpiangere,8924
9474,impotenza,8921
9475,vedente,8918
9476,Abi,8917
9478,dimezzare,8916
9482,assoluzione,8913
9481,rimarcare,8913
9480,tranquillizzare,8913
9483,abbreviare,8910
